store_id,store_name,store_type,city,state,country,region,latitude,longitude,opening_date,manager_name,store_size_sqft,is_active
746,Store_746,Online,Becktown,Massachusetts,India,South,84.448825,11.269384,2025-05-03,Brenda Burke,8988,True
747,Store_747,Warehouse,Williamport,Maine,USA,South,8.3295995,-162.042285,2021-10-10,Crystal Schultz,7253,True
748,Store_748,Warehouse,West Lindaport,New Mexico,India,North,-39.4281345,104.139555,2025-10-26,Daniel Young,4382,True
749,Store_749,Warehouse,South Allison,Vermont,India,North,7.5064875,32.731823,2022-02-11,Javier Shaw,10407,False
750,Store_750,Online,Lake Benjamin,Rhode Island,USA,North,89.1937965,-127.082032,2023-05-29,Charles Franco,6239,True
751,Store_751,Warehouse,Lake Hectorview,Utah,USA,East,17.688027,,2020-12-14,Angela Smith,14756,True
752,Store_752,Retail,Robertsview,New Hampshire,USA,North,-84.5982425,100.982877,2024-08-16,Paul Tate,2716,True
753,Store_753,Retail,Sabrinashire,Delaware,UK,South,-62.7997835,154.920499,2024-09-25,Gary Mckay,15563,False
754,Store_754,Warehouse,Schmidtview,Kentucky,India,West,60.117007,-169.584493,2025-12-11,Arthur Martinez,5802,True
755,Store_755,Warehouse,Maysborough,Wisconsin,UK,East,-61.431923,,2025-03-24,Wendy Gomez,2196,False
756,Store_756,Warehouse,Wheelerton,Wyoming,USA,South,-68.5120705,-90.968250,2021-12-03,Andrew Sutton,6668,True
757,Store_757,Retail,East Mary,Alaska,USA,South,61.8703075,41.213461,2023-08-06,Thomas Hull,4593,False
758,Store_758,Retail,Garrettside,Montana,USA,South,-41.2793735,5.106072,2025-07-15,Adam Woodard,19098,True
759,Store_759,Online,Jonesville,Pennsylvania,UK,East,-79.466878,-128.058629,2024-01-18,Marissa Mcdowell,5540,False
760,Store_760,Online,West Mary,Missouri,USA,West,-68.8313275,63.329074,2021-11-22,Mark Miller,3925,True
761,Store_761,Warehouse,East Joshuafurt,Georgia,USA,East,62.129408,-81.108442,2023-05-23,Julie Hull,2038,False
762,Store_762,Warehouse,Lewisborough,Georgia,UK,North,-10.7004755,,2025-09-01,Jessica Turner,10327,True
763,Store_763,Online,Longchester,Alaska,USA,West,-54.231642,55.149465,2020-06-17,Michael Anderson,8768,False
764,Store_764,Warehouse,North Davidtown,Tennessee,India,West,82.4890185,-19.689912,2024-11-11,Lisa James,17609,False
765,Store_765,Retail,Anntown,New Mexico,India,West,11.4397415,-137.147515,2021-08-22,Mrs. Christine Williams,2810,True
766,Store_766,Warehouse,West Mollychester,Ohio,USA,North,-22.4596375,159.894675,2023-04-20,James Vaughn,16823,True
767,Store_767,Warehouse,Colemantown,Oregon,India,North,0.324146,171.080742,2021-03-16,Dennis Mccormick,11207,False
768,Store_768,Retail,New Tina,South Carolina,UK,West,-54.1303825,-21.854731,2025-09-14,Dustin Moore,13372,True
769,Store_769,Warehouse,Jimenezfurt,Massachusetts,UK,East,-19.894643,178.796761,2025-08-16,John Moore,18133,False
770,Store_770,Retail,West Vickieland,Montana,USA,North,-6.7624075,-25.339129,2023-09-23,Tracy Stewart,2124,False
771,Store_771,Retail,Christophermouth,California,India,East,67.6380325,-121.186618,2023-03-10,Casey Long,12687,True
772,Store_772,Retail,West Kerri,Kentucky,USA,North,-64.3342435,61.957607,2020-03-29,Andrew Wright,18458,True
773,Store_773,Warehouse,West Christopherhaven,Texas,UK,West,,-114.036313,2020-11-03,Ronald Gillespie,7264,True
774,Store_774,Warehouse,Isaacport,Kentucky,UK,East,46.5455825,,2022-08-04,Jessica Williams,13822,False
775,Store_775,Online,Newmanside,New Hampshire,India,East,-48.0660905,-78.275155,2020-05-04,Denise Baker,2313,False
776,Store_776,Online,West Christine,Washington,UK,West,-45.0045105,-168.808602,2022-09-21,Brian Jackson,11527,True
777,Store_777,Warehouse,East Michaelview,Michigan,USA,East,12.2658895,10.319734,2020-07-17,Christopher Anderson,8328,True
778,Store_778,Warehouse,South Chad,South Carolina,India,West,67.5772025,149.853867,2024-08-24,Nicole Carlson,3425,True
779,Store_779,Retail,West Christina,Missouri,India,West,36.366901,152.518683,2020-03-23,William Underwood,7163,True
780,Store_780,Retail,West Valerieville,Maryland,India,South,-5.577516,135.828006,2024-05-19,Ashley Buck,3899,True
781,Store_781,Retail,South Isaac,West Virginia,UK,North,88.7433065,135.998029,2024-11-01,Linda Davis,8958,True
782,Store_782,Retail,Gonzaleschester,Kansas,UK,South,-55.0421735,-8.573345,2024-09-25,Kristin Jackson,10292,False
783,Store_783,Retail,East Heather,Nevada,USA,West,-41.617773,-136.849535,2020-03-10,Amber Dominguez,7184,True
784,Store_784,Retail,Candacestad,Wisconsin,UK,South,-56.3889285,-117.179335,2023-11-09,Anna Green,12683,True
785,Store_785,Online,Rogerstown,Vermont,UK,East,18.214704,-132.723106,2023-01-29,Cody Harris,19957,False
786,Store_786,Online,West Logan,Idaho,USA,West,-45.4790545,-131.574796,2025-06-26,Jonathan Moran,1265,False
787,Store_787,Online,Susanland,Alabama,USA,East,4.6867215,62.270659,2021-09-17,Brittany Johnson,18942,True
788,Store_788,Warehouse,East Christian,New Jersey,UK,South,68.264786,90.176121,2020-03-03,Vicki Mitchell,10471,True
789,Store_789,Warehouse,Port Jake,Oklahoma,India,West,-47.0303445,86.920500,2023-06-28,Patrick Gallagher,1375,True
790,Store_790,Online,Port Edwin,Mississippi,USA,West,,-89.707449,2022-01-17,Erika Miller,7831,True
791,Store_791,Online,New Lindsay,Vermont,UK,South,70.1530875,-11.161517,2022-08-09,Shawn Hall,7954,True
792,Store_792,Retail,West Kathrynstad,Florida,USA,North,-31.480339,-61.729421,2023-08-13,Ashley Johnson,18236,False
793,Store_793,Online,Wrightville,Rhode Island,USA,North,76.7091675,105.956363,2020-06-21,Gerald Barnett,12418,True
794,Store_794,Warehouse,Savagemouth,New Mexico,USA,West,83.2545695,15.644788,2022-08-10,Pedro Allen,6743,True
795,Store_795,Retail,Stephaniemouth,Mississippi,USA,North,-41.7770895,-154.724340,2022-03-26,Kristin Watts,10810,True
796,Store_796,Online,New Destinymouth,Oregon,India,East,-37.4622495,-44.547676,2023-07-13,Collin Spence,13087,False
797,Store_797,Retail,Timothyhaven,Virginia,India,West,-64.669066,59.658869,2023-09-23,Nicholas Anderson,13723,False
798,Store_798,Retail,Robertmouth,Illinois,India,North,71.0407335,-74.931682,2024-12-15,Thomas Pace,19925,True
799,Store_799,Online,Wileystad,Kentucky,USA,South,-6.790715,-6.256647,2024-02-15,Roberta Griffin,1006,True
800,Store_800,Online,Stricklandburgh,New Mexico,India,West,,-40.506886,2022-07-20,Autumn Smith,19638,True
801,Store_801,Warehouse,Rochaville,South Carolina,India,North,11.7195835,44.151692,2024-05-14,David Jackson,12468,False
802,Store_802,Online,West Christophermouth,Idaho,USA,East,21.4452475,-152.719225,2025-08-04,Felicia Frazier,2568,False
803,Store_803,Retail,Cervantesmouth,Vermont,India,South,-43.671737,-157.878841,2021-09-22,Susan Mcdaniel,13361,True
804,Store_804,Online,South Raymond,Ohio,UK,West,-7.4186885,-8.568498,2022-05-15,Paula Rodriguez,19631,True
805,Store_805,Warehouse,Thompsonshire,Wisconsin,USA,North,,82.984866,2023-02-07,Lisa Ferguson,8724,True
806,Store_806,Retail,Petersonview,Maine,UK,East,2.561074,-74.191320,2024-02-23,Vincent Lewis,19597,True
807,Store_807,Online,Noahfurt,Iowa,India,North,-39.3696275,-163.668684,2023-12-27,Sandra Williams,16840,True
808,Store_808,Warehouse,North Erinmouth,New York,UK,South,11.3294965,,2020-01-08,Lucas Sanders,9279,True
809,Store_809,Retail,South Rodneyhaven,Ohio,USA,East,9.7071895,94.158023,2023-08-04,Jesse Wright,11295,True
810,Store_810,Retail,Frankton,Massachusetts,India,East,-35.280291,-57.231791,2023-02-07,Blake Bell,12254,False
811,Store_811,Retail,West Justin,Nebraska,UK,North,-70.460089,139.042558,2023-03-15,Elizabeth Martin,10245,True
812,Store_812,Online,North Randall,Vermont,USA,West,17.530064,-136.655411,2021-07-13,Shawn Sandoval,13458,False
813,Store_813,Online,West Markhaven,Kentucky,India,West,-36.2130695,-6.779238,2023-11-08,Matthew Richards,4595,True
814,Store_814,Warehouse,West Mark,Maine,UK,East,-61.9633635,-109.156108,2024-10-28,Joshua Taylor,823,True
815,Store_815,Retail,South Susanchester,Colorado,USA,South,80.0689475,23.060284,2022-01-01,John Franklin,7209,False
816,Store_816,Retail,Ginashire,Nebraska,USA,East,19.664232,2.922702,2025-12-22,David Baldwin,5617,True
817,Store_817,Retail,West Lisaburgh,Texas,India,North,-66.2705395,-108.850453,2023-09-06,Charles Barnes,2462,True
818,Store_818,Online,Jeffreyfurt,West Virginia,India,North,-50.984697,-113.751801,2020-02-09,Bryan Peterson,6403,True
819,Store_819,Online,North Steven,Nebraska,India,West,-21.2873455,45.967290,2024-10-02,Matthew Ellis,12287,False
820,Store_820,Warehouse,Robinsonside,Iowa,UK,South,26.544485,157.042727,2022-01-18,Isaac Wang DVM,10453,True
821,Store_821,Online,West Lindsay,Oklahoma,UK,South,-4.120489,,2023-05-15,Lisa Barnes,660,True
822,Store_822,Online,East Katherine,Florida,UK,East,41.686834,-161.080019,2021-07-03,Kelly Coleman,13495,False
823,Store_823,Retail,Richardland,Alaska,India,West,-57.067293,-5.692125,2023-06-09,Brianna Kelley,3845,True
824,Store_824,Retail,Lake Paulafort,Idaho,USA,East,42.8934955,-78.377701,2025-03-18,Janet Yates,15003,False
825,Store_825,Retail,South Nathanside,Maryland,UK,West,16.322388,157.554980,2021-03-28,Michael Montgomery,2444,True
826,Store_826,Online,Rileymouth,Arizona,India,North,-42.419525,98.179774,2020-02-11,Jason Smith,1421,False
827,Store_827,Online,South Erinland,Indiana,India,East,-66.3140245,150.045274,2020-11-06,Bryan Anthony,3235,False
828,Store_828,Online,New Amberstad,Georgia,USA,North,69.726740,-55.540396,2020-09-15,Joanna Hayes,10036,True
829,Store_829,Online,New Nicoleview,Rhode Island,USA,South,-61.137248,-49.581163,2025-06-28,Timothy Herrera,4525,True
830,Store_830,Warehouse,Melissachester,New Mexico,UK,East,82.5917595,29.379698,2022-11-29,Michelle Hunt,7827,True
831,Store_831,Online,West Richard,Washington,USA,North,-31.3616155,167.318331,2021-10-24,Joshua Meyers,11452,True
832,Store_832,Warehouse,Michellebury,Tennessee,UK,North,16.093484,-117.689934,2024-06-20,Frank Barnes,9318,True
833,Store_833,Retail,Leefurt,Tennessee,India,South,-77.7938925,-143.596219,2022-09-17,Kayla Cohen,5818,True
834,Store_834,Warehouse,Port Wanda,Missouri,India,East,-52.510467,-85.250024,2020-12-13,Joshua Chen,3106,True
835,Store_835,Online,South Jennifermouth,Pennsylvania,USA,East,-37.8402745,118.916292,2022-06-15,Kimberly Nguyen,19862,False
836,Store_836,Retail,Wilsontown,Arizona,India,East,-60.797285,-17.440354,2025-01-08,Michael Todd,13830,True
837,Store_837,Online,New Dakotabury,Minnesota,India,East,62.7848615,,2021-06-02,Joshua Schmidt,6034,True
838,Store_838,Online,Davidbury,North Dakota,India,West,79.003786,106.932150,2022-12-06,Theresa Jensen,13149,True
839,Store_839,Retail,New Anna,Indiana,UK,West,-60.731339,-137.779156,2025-07-28,Timothy Gonzalez,14556,True
840,Store_840,Online,North Cynthiaberg,Montana,India,East,3.2204925,83.776132,2025-02-03,John Flores,4197,False
841,Store_841,Retail,Port Karen,Oklahoma,UK,West,71.588275,-139.386546,2020-04-05,Michael Tran,9764,True
842,Store_842,Online,East Ninafurt,North Carolina,UK,South,-6.889512,-114.273849,2021-09-09,David Randall,2231,False
843,Store_843,Online,Michaelhaven,North Dakota,India,East,49.021032,-159.386720,2021-09-18,Thomas Larson,15113,True
844,Store_844,Online,Port Emily,Michigan,India,North,39.3404035,33.657552,2025-11-13,Joshua Powers,10923,True
845,Store_845,Online,Denisehaven,Minnesota,UK,North,60.1030205,-177.175472,2025-09-01,Miss Linda Palmer PhD,16115,True
846,Store_846,Warehouse,New Christopher,California,USA,East,20.8720225,-124.197790,2022-09-05,Linda Suarez,6443,False
847,Store_847,Online,Lovefort,Wyoming,India,South,88.454983,-150.898667,2020-01-21,Wesley Moore,14081,False
848,Store_848,Online,Hernandezside,Pennsylvania,UK,West,-3.277506,152.101958,2022-03-13,David Edwards,4732,True
849,Store_849,Retail,East Carolyn,Missouri,UK,South,61.549816,,2020-01-17,Thomas Sherman,18719,True
850,Store_850,Warehouse,New Marco,Wyoming,USA,North,-9.9641485,114.734712,2022-12-07,Mary Gibson,3114,True
851,Store_851,Online,Rodriguezburgh,Delaware,UK,West,78.9627745,,2022-01-22,Nicholas Thomas,7863,True
852,Store_852,Retail,Jamesmouth,Minnesota,USA,West,33.528336,48.933889,2020-04-16,Jennifer Nelson,9049,True
853,Store_853,Retail,Murphyland,Utah,India,West,61.5693065,105.149065,2021-05-03,Brittany Hogan,16160,False
854,Store_854,Online,South Amy,Alaska,India,East,4.520617,-95.971287,2024-07-07,Richard Murphy,11829,True
855,Store_855,Online,Brittanytown,New York,USA,West,47.7525595,25.852343,2023-10-14,Kyle Lee,19345,True
856,Store_856,Warehouse,Port Jonathan,Maine,USA,North,47.7523135,94.255624,2022-05-11,Jasmin Willis,5526,True
857,Store_857,Online,Maureenland,Washington,USA,West,-23.0452395,73.443516,2022-02-13,Brett Simmons,19813,True
858,Store_858,Warehouse,East Douglas,Arkansas,USA,West,-55.932869,178.769616,2023-05-09,Travis Rodgers,6061,False
859,Store_859,Retail,South John,New Mexico,USA,West,-16.803484,-17.002830,2021-01-13,Richard White,3692,True
860,Store_860,Warehouse,Bartlettstad,New Jersey,UK,West,-0.2017705,-67.439440,2020-05-01,Brad Ford MD,9861,False
861,Store_861,Online,Jonathanstad,Montana,USA,South,-65.5379655,-152.166841,2020-07-21,Michael Johnson,6023,True
862,Store_862,Online,North Chadshire,Illinois,USA,West,9.537610,-143.500063,2025-04-30,Jamie Davidson,1442,True
863,Store_863,Warehouse,South Roger,New Hampshire,India,North,-15.544383,-169.106549,2024-05-30,Shari Martinez,13691,True
864,Store_864,Warehouse,Aguilarstad,Maine,USA,East,56.445302,150.744841,2022-06-19,Brandy Bennett,19069,True
865,Store_865,Retail,Peterview,Oregon,UK,North,20.8844945,-59.461334,2021-10-20,Christopher Morgan,2602,True
866,Store_866,Online,Munozport,Pennsylvania,UK,North,34.1890835,-95.130620,2021-09-10,Timothy Mcintosh,17848,True
867,Store_867,Warehouse,East Alexisshire,Rhode Island,India,East,-24.7623245,171.844660,2021-04-03,John Perez,15795,True
868,Store_868,Retail,East Kathleenmouth,Montana,USA,West,-46.455440,59.046823,2021-10-21,Michael Guzman,8955,True
869,Store_869,Online,Taylortown,North Dakota,USA,East,-46.254790,160.813856,2020-10-22,Megan King,13331,True
870,Store_870,Online,Lake Christina,Tennessee,UK,East,66.2906275,42.329597,2020-10-13,Sheila Galloway,3717,False
871,Store_871,Retail,Port Michaeltown,New Mexico,USA,South,-16.8323125,-138.600645,2021-03-03,Laurie Black,5965,True
872,Store_872,Online,Erikafurt,New Mexico,UK,East,-67.1842715,,2020-01-28,Molly Griffin,6882,True
873,Store_873,Warehouse,Lake Christopherhaven,Ohio,USA,West,,,2022-03-18,Edward Watkins,12716,True
874,Store_874,Online,Tonyland,Colorado,India,West,43.679802,47.193222,2025-01-19,Kathleen Jones,6543,True
875,Store_875,Warehouse,Port Claire,Wyoming,UK,West,-43.5013815,-166.568854,2021-09-14,Daniel Stevens,8185,True
876,Store_876,Retail,Andrewsside,Louisiana,UK,East,-39.3098925,140.010997,2025-12-21,Antonio Davis,15015,True
877,Store_877,Online,Andrewsburgh,South Dakota,UK,South,-19.6846725,-16.265238,2024-09-22,Yvonne Santiago,16177,False
878,Store_878,Online,North Dana,Montana,UK,West,-32.884955,-122.013265,2023-03-26,Jay Long,4710,False
879,Store_879,Warehouse,Lauraview,Michigan,India,North,61.5454665,-119.572691,2020-04-25,Charles Acosta,9585,True
880,Store_880,Warehouse,Brownshire,Kansas,India,South,-59.538568,45.416043,2022-11-13,Nicole Mayer,18309,True
881,Store_881,Warehouse,Port Cynthia,Oklahoma,USA,East,-52.706560,13.403209,2021-07-31,Jennifer Williams,1533,False
882,Store_882,Warehouse,Martintown,Virginia,USA,South,77.784130,-142.910868,2025-01-23,Preston Kim,629,False
883,Store_883,Warehouse,Michaelfort,Massachusetts,India,North,48.002551,-150.198853,2021-11-17,Christopher Perez,9440,False
884,Store_884,Warehouse,South Lucas,Texas,India,East,-54.475095,-27.123765,2025-12-16,Mario Peterson,16627,True
885,Store_885,Online,Lindseyfurt,Indiana,UK,West,67.939823,-165.537752,2021-05-14,James Pena,6093,True
886,Store_886,Warehouse,Hernandezchester,Oregon,UK,West,-55.2035685,12.032189,2024-06-06,Frederick Brooks,8675,False
887,Store_887,Retail,Jenniferbury,South Carolina,India,North,-0.8530755,92.500086,2022-12-30,John Chapman,13459,False
888,Store_888,Retail,Port Matthew,Washington,India,North,83.3171805,42.791611,2023-03-23,Brittney Cooley,14752,False
889,Store_889,Online,Watsonbury,Nevada,USA,East,20.1251625,169.037740,2020-01-20,Matthew Dunlap,14228,True
890,Store_890,Online,Cabrerafurt,New York,USA,South,-89.5318195,-82.745893,2025-04-28,Tony Larsen,2130,False
891,Store_891,Warehouse,South Jamie,Maryland,USA,South,-32.1609175,141.668115,2020-06-28,Keith Molina,7108,False
892,Store_892,Retail,Adamshaven,Illinois,India,West,-35.354094,-146.558033,2021-09-01,Kathleen White,17665,True
893,Store_893,Warehouse,Markland,Arkansas,India,North,-68.7308205,-171.906479,2022-02-05,Elizabeth King,2339,False
894,Store_894,Retail,West Billy,South Dakota,India,East,-22.688456,171.479474,2024-01-18,Ashley Byrd,13782,False
895,Store_895,Warehouse,South Gregory,Texas,USA,East,32.9616645,163.103207,2025-11-06,Carrie Williams,8971,False
896,Store_896,Retail,New Melissa,Nevada,India,North,-29.472236,-125.599659,2020-07-11,Gina Marks,12808,True
897,Store_897,Online,Lake Scott,Idaho,India,East,-75.697421,23.957907,2023-03-11,Autumn Lane,19764,True
898,Store_898,Online,Nguyenmouth,Minnesota,USA,South,-12.0169425,-60.677162,2023-05-13,Danielle Lopez,18597,True
899,Store_899,Retail,Davidtown,Alabama,India,East,-2.195370,-53.328907,2022-06-17,Amy Roberts,7738,True
900,Store_900,Retail,Lake Jocelyn,Connecticut,USA,East,53.6218825,20.833817,2023-02-02,Christine Scott,3418,True
901,Store_901,Online,Powerstown,South Dakota,UK,West,-36.8548695,-148.918758,2020-11-03,Nathan Hodges,14606,True
902,Store_902,Online,North Seanshire,South Dakota,India,East,53.301712,-148.962781,2022-03-19,Frances Marsh,7265,True
903,Store_903,Online,North Josephfurt,Nebraska,India,West,5.4100055,-89.174516,2024-05-16,Sonya Hernandez,14240,True
904,Store_904,Warehouse,South Nicole,Minnesota,India,East,,-136.803970,2025-07-25,Jodi Horn,7692,False
905,Store_905,Online,Martinchester,Vermont,USA,North,-22.543538,-137.061988,2023-07-06,Joseph Phillips,13661,True
906,Store_906,Retail,Austinmouth,Colorado,India,North,-70.352823,-170.567274,2023-01-20,Mark Carter,15523,False
907,Store_907,Retail,Danielland,New Mexico,USA,South,78.7925645,-145.424208,2025-06-07,David Meadows,664,True
908,Store_908,Retail,South Crystal,Missouri,USA,South,-4.531721,83.593205,2020-02-17,Richard Scott,15570,True
909,Store_909,Online,Greenhaven,Delaware,UK,East,53.305107,-121.410548,2020-12-21,Kristen Walker,19461,False
910,Store_910,Warehouse,South Laurenstad,Montana,USA,North,,-109.006136,2022-10-09,Amy Burton,742,False
911,Store_911,Retail,Bennettberg,Rhode Island,UK,East,36.5372325,-6.659786,2025-03-18,Tyler Jarvis,18538,False
912,Store_912,Online,Codyside,Oregon,UK,North,83.772906,65.903652,2025-10-06,Tabitha Ross,998,False
913,Store_913,Retail,Mcdanielfort,Alaska,USA,South,70.4318575,-10.890909,2024-10-31,Megan Gray,17270,True
914,Store_914,Retail,North Corey,Oklahoma,UK,West,3.092656,3.835796,2021-05-03,Christopher Brock,7188,False
915,Store_915,Retail,Williamschester,Texas,USA,South,-9.689183,-142.275640,2020-10-23,Robert Maldonado,3960,False
916,Store_916,Online,East Mary,Virginia,UK,West,-79.455642,15.099487,2020-11-04,Makayla Fuller,14838,True
917,Store_917,Retail,South Henry,Alabama,USA,East,-36.807237,-91.497013,2021-05-27,David Brown,9208,True
918,Store_918,Retail,Dawnhaven,Oregon,UK,North,36.393852,107.091681,2020-06-30,Amanda Simmons,9772,False
919,Store_919,Retail,Port Jessicatown,Maine,India,South,-28.922029,-26.375640,2020-12-08,Lisa Hill,6227,True
920,Store_920,Online,Garretttown,Hawaii,India,East,-36.7810315,-32.598520,2024-11-18,Mark Contreras,18765,True
921,Store_921,Retail,Jessicashire,New Mexico,USA,West,39.7279115,12.730756,2021-10-01,Kathleen Tran,3765,True
922,Store_922,Online,Leslieland,Missouri,USA,South,-74.764375,28.341688,2023-02-10,Ian Terrell,15985,False
923,Store_923,Online,Lake Marthaton,Alabama,USA,North,43.387762,-96.716905,2024-08-22,Patricia Davis,9661,True
924,Store_924,Warehouse,Palmerborough,Louisiana,India,West,69.330145,142.205989,2025-06-26,Scott Jackson,19943,True
925,Store_925,Online,Kaylachester,Connecticut,India,West,57.0805215,149.373305,2023-10-07,Jill Webb,6769,False
926,Store_926,Retail,East Sydney,Rhode Island,USA,South,27.975372,-97.887076,2022-10-05,Edward Gill,4884,True
927,Store_927,Online,Lake Marcport,New York,UK,West,40.895888,103.058713,2025-01-18,Tyler Guerrero,1711,True
928,Store_928,Warehouse,Gabriellafort,North Dakota,India,East,15.576281,45.776130,2024-08-17,Vanessa Mason,10465,True
929,Store_929,Retail,Richardsfort,North Dakota,UK,South,67.121973,,2021-04-07,Dawn Glenn,19561,False
930,Store_930,Retail,Port Josephport,Iowa,UK,North,-30.9076005,-0.343220,2025-02-16,Jennifer Phillips,18509,True
931,Store_931,Warehouse,Robertaborough,Texas,UK,South,-43.1706115,131.500127,2025-02-21,Tami Floyd,19362,False
932,Store_932,Online,Alexanderborough,South Carolina,USA,North,79.8412495,-83.498593,2020-09-03,Maria Lindsey,18672,True
933,Store_933,Retail,Zhangborough,Arkansas,India,East,36.443217,70.412694,2021-06-27,Jeffrey Lewis,18498,False
934,Store_934,Retail,Oneillfort,New Mexico,USA,North,,102.416249,2024-07-04,Katelyn Barry,5738,True
935,Store_935,Warehouse,East Daniel,Nevada,India,East,-77.0742295,-47.060543,2025-03-19,Kathleen Baxter,18591,True
936,Store_936,Online,New Charlesville,Ohio,UK,East,-61.879537,-122.252656,2021-05-23,Matthew Mcintyre,4167,False
937,Store_937,Retail,Lauraside,Oklahoma,India,East,73.9837925,-54.455633,2025-01-13,Kayla Henson,17347,True
938,Store_938,Online,Port Erinmouth,North Dakota,UK,West,-20.316868,119.361067,2020-02-01,Alex Williamson,3028,True
939,Store_939,Retail,East Timothyberg,Maine,India,South,-24.5988415,-116.877480,2020-10-15,Ashley Joseph,1882,False
940,Store_940,Online,Anitafurt,South Carolina,USA,East,33.931483,16.854380,2021-03-28,Scott Wilson,2619,True
941,Store_941,Warehouse,Carlsonborough,Connecticut,India,South,-27.8470335,-160.086317,2025-06-18,Walter Butler,15661,True
942,Store_942,Retail,East Russellberg,Montana,USA,South,-81.6002625,-129.553700,2024-11-28,Charles Pierce,4889,True
943,Store_943,Online,South Adam,West Virginia,USA,South,25.9052125,87.254934,2025-04-25,Margaret Jones,2454,False
944,Store_944,Online,West Philip,Kansas,India,South,8.7575665,-19.152758,2021-12-30,Dawn Glover,3666,True
945,Store_945,Retail,South Joseph,Idaho,UK,West,-9.315034,-123.378772,2024-02-01,Stacy Knight,13539,True
946,Store_946,Warehouse,Russellchester,Rhode Island,USA,East,48.475079,-67.832714,2024-01-04,Gary Frederick,19028,True
947,Store_947,Online,South Jasonmouth,South Carolina,India,North,-57.0191075,47.658863,2020-09-17,Matthew Baker,11136,False
948,Store_948,Warehouse,Stephaniemouth,Montana,USA,East,-89.3809365,27.865719,2023-10-05,Bryan Anderson,1128,True
949,Store_949,Retail,West Bobbyland,Iowa,India,North,,46.936657,2022-06-29,Veronica Hall,9286,True
950,Store_950,Online,Williammouth,Mississippi,India,West,86.4599605,13.681420,2022-05-03,Thomas Woodard,5289,False
951,Store_951,Online,Abbottland,Georgia,India,East,10.745956,89.214085,2025-01-24,Anita Bowers,3308,True
952,Store_952,Warehouse,East Kenneth,Oregon,USA,West,-13.2644825,-57.450519,2021-07-29,Shane Hale,19886,True
953,Store_953,Online,West Crystalfurt,New Hampshire,UK,North,61.498909,-113.089579,2020-10-24,Sara Ramos,14302,False
954,Store_954,Warehouse,South Williamfurt,Idaho,India,South,58.9959875,-134.944048,2024-03-21,Emily Smith,15218,False
955,Store_955,Retail,Brandonchester,Montana,UK,East,-76.466060,-73.051739,2024-02-24,David Rivas,6449,True
956,Store_956,Warehouse,West Kathryn,Arizona,UK,South,-85.942635,-44.473927,2024-08-25,Hector Werner,5617,False
957,Store_957,Retail,New Amberburgh,Minnesota,India,South,30.8037065,-168.539505,2022-12-25,Brooke Bradford,16553,True
958,Store_958,Warehouse,Reesemouth,Wisconsin,UK,East,-28.768320,-75.101476,2024-10-05,Jay Lewis,14079,True
959,Store_959,Warehouse,Parkerstad,Oregon,India,North,-20.0586825,8.922883,2021-12-26,Shannon Clarke,14994,False
960,Store_960,Retail,Amyland,Virginia,UK,South,-4.9709625,-44.309877,2024-12-28,Robert Banks,6934,True
961,Store_961,Warehouse,Cobbview,Illinois,India,North,-62.1447235,77.775834,2024-05-28,Nicole Mcdowell,17770,True
962,Store_962,Retail,Christinashire,Oklahoma,USA,North,48.477753,-26.802393,2022-11-24,Martin Williams,15353,True
963,Store_963,Warehouse,Vasquezview,Wyoming,India,West,58.4775065,-126.647980,2025-10-23,Taylor Ellis,17515,True
964,Store_964,Retail,Hammondfurt,New Hampshire,India,East,-7.830295,-166.355639,2021-07-21,Anthony Macdonald,8275,True
965,Store_965,Warehouse,West Carolfurt,Massachusetts,India,North,76.220350,179.437852,2022-04-11,Mark Velasquez,15821,True
966,Store_966,Online,Lake Chrisshire,New Hampshire,UK,East,33.160127,-102.689709,2022-04-12,Christine Johnson,1331,True
967,Store_967,Retail,Ryanside,Texas,India,South,-12.190762,-15.714294,2025-11-02,Michael Williams,3680,True
968,Store_968,Warehouse,Caseybury,New Hampshire,UK,East,21.845235,-112.145035,2023-09-26,Margaret Thomas,12909,False
969,Store_969,Warehouse,South Kristinmouth,Mississippi,UK,North,29.9201135,60.089014,2021-07-12,Rebecca Owens,11740,True
970,Store_970,Warehouse,South Carmen,North Carolina,India,East,-11.1428615,-78.083570,2022-08-07,Heidi Barrera,7501,True
971,Store_971,Warehouse,Christinabury,Massachusetts,India,North,-41.816735,-130.703183,2025-04-20,Christopher Curtis,4479,False
972,Store_972,Retail,South Pennybury,Minnesota,India,South,-1.442599,-20.232841,2025-11-23,Brandon Bean,7440,False
973,Store_973,Retail,East Ericstad,Pennsylvania,USA,West,-5.0062335,68.878071,2021-11-24,Sheila Reed,2506,True
974,Store_974,Online,North Thomas,Oregon,India,South,-30.3791415,141.776258,2021-11-23,Dana Jennings,4842,True
975,Store_975,Warehouse,Whiteborough,Massachusetts,USA,North,27.0959805,-89.305652,2025-09-23,James Simpson II,5664,False
976,Store_976,Online,Scottburgh,New Hampshire,UK,South,7.211436,-18.647349,2021-01-27,Thomas Hunter,14021,True
977,Store_977,Retail,Alfredview,Kansas,India,North,-87.6894335,-1.649231,2025-06-17,Sonya Gomez,18516,True
978,Store_978,Online,Bennettborough,Vermont,UK,North,,74.660770,2024-11-07,John Herrera,1763,False
979,Store_979,Retail,South Anneberg,Vermont,India,East,17.186844,-175.561157,2021-01-14,Lynn Myers,10797,True
