product_id,product_name,category,sub_category,brand,supplier_id,cost_price,selling_price,currency,weight,weight_unit,launch_date,is_discontinued,created_at
4331,Way,Grocery,top,Brand B,977,282.18,434.66,USD,14.85,lbs,2022-09-07,False,2022-08-12 20:56:01
4332,Blood,,increase,Brand B,794,142.99,178.27,EUR,0.12,kg,2024-12-18,False,2025-04-29 07:06:31
4333,Baby,Grocery,medical,BrandA,326,380.58,630.34,INR,17.19,lbs,2020-09-28,False,2023-01-22 23:27:35
4334,Issue,Electronics,central,Brand-C,373,295.21,435.97,INR,0.55,lbs,2023-03-27,False,2023-12-29 15:19:46
4335,Plan,Grocery,agree,Brand B,864,281.64,326.22,INR,12.41,kg,2021-06-24,False,2025-08-18 20:53:08
4336,Performance,,herself,BrandA,616,487.23,538.98,USD,7.45,kg,2024-09-10,False,2025-04-12 09:04:58
4337,Effect,Sports,matter,brandA,126,285.78,435.3,EUR,13.45,kg,2021-06-28,False,2020-01-26 19:07:55
4338,Hand,Furniture,identify,BrandA,262,37.56,47.95,INR,13.8,lbs,2024-04-16,False,2025-09-26 04:37:38
4339,Six,Electronics,model,BrandA,178,378.19,566.83,EUR,12.71,lbs,2025-07-21,False,2021-12-22 07:08:15
4340,Agent,Clothing,result,brandA,381,289.42,325.27,EUR,18.68,lbs,2025-05-29,False,2021-10-01 19:04:45
4341,Tonight,,night,brandA,226,326.63,566.62,EUR,14.38,kg,2020-09-26,False,2020-12-06 23:29:35
4342,Hope,Sports,course,Brand-C,570,186.27,266.79,USD,1.15,lbs,2024-04-25,False,2021-11-30 13:54:06
4343,Western,Sports,mouth,Brand B,36,7.32,8.61,INR,14.39,kg,2025-02-03,False,2025-07-20 19:48:34
4344,In,Sports,catch,BrandA,583,175.58,264.02,USD,3.77,lbs,2024-12-20,False,2021-01-27 05:56:25
4345,Would,Clothing,leader,Brand B,10,7.72,13.47,INR,13.5,lbs,2021-03-09,True,2025-01-14 15:52:01
4346,Five,Clothing,beat,Brand B,570,115.19,140.07,EUR,19.25,lbs,2020-03-29,False,2021-07-16 18:57:46
4347,Support,Furniture,such,brandA,556,388.45,517.37,INR,7.27,lbs,2023-07-06,False,2023-09-04 03:57:59
4348,Change,Sports,few,brandA,494,103.07,145.69,EUR,14.02,kg,2020-04-08,False,2023-01-28 03:50:13
4349,Audience,,bill,Brand B,910,46.6,54.54,EUR,19.88,kg,2025-08-24,False,2020-03-17 07:49:14
4350,Street,Sports,financial,Brand-C,921,180.84,284.19,INR,7.55,kg,2024-09-29,False,2025-08-26 12:02:28
4351,Model,Furniture,effect,Brand-C,822,62.91,106.97,INR,1.9,kg,2025-12-15,False,2022-09-28 00:40:17
4352,Window,Furniture,size,brandA,755,448.16,656.74,USD,2.52,kg,2024-02-11,False,2020-02-02 21:33:57
4353,Prove,Electronics,college,Brand B,608,271.56,407.85,USD,5.21,lbs,2020-12-02,False,2025-12-06 22:21:42
4354,Sell,Sports,moment,Brand B,328,74.29,124.24,INR,18.77,kg,2022-12-23,False,2021-04-03 00:27:40
4355,Talk,Grocery,authority,Brand B,245,135.11,224.27,EUR,18.25,lbs,2024-04-29,False,2023-06-15 06:52:03
4356,Drop,Grocery,dog,Brand B,878,453.73,671.85,EUR,19.04,kg,2025-11-27,False,2020-08-20 06:26:37
4357,Writer,Electronics,buy,Brand-C,194,348.24,433.99,EUR,2.85,kg,2021-10-16,False,2022-10-15 01:12:27
4358,Available,Sports,official,BrandA,727,27.47,40.35,USD,12.61,lbs,2024-12-30,False,2025-03-31 09:50:19
4359,Challenge,Sports,lead,Brand-C,727,450.56,764.32,USD,2.01,kg,2020-12-18,False,2020-08-15 14:51:41
4360,For,Furniture,agreement,Brand B,497,102.07,157.27,EUR,13.73,lbs,2023-03-06,False,2022-04-01 18:03:30
4361,State,,step,BrandA,864,212.18,316.91,EUR,14.99,kg,2024-09-29,False,2020-10-20 16:46:36
4362,National,Furniture,focus,Brand-C,210,224.04,324.49,USD,8.7,lbs,2021-12-12,False,2024-01-04 05:20:48
4363,Let,Furniture,yeah,Brand B,529,492.77,611.41,EUR,10.15,lbs,2024-08-13,False,2023-02-16 13:30:37
4364,Listen,Furniture,seek,Brand-C,542,325.54,560.58,INR,7.32,kg,2025-08-17,False,2022-08-26 11:49:17
4365,Education,,send,Brand-C,802,179.53,269.41,EUR,12.65,kg,2025-06-21,False,2024-07-06 13:09:03
4366,Site,Grocery,hold,brandA,168,341.26,479.25,EUR,7.36,lbs,2024-05-29,False,2023-01-21 18:35:14
4367,Author,,but,Brand B,825,266.59,303.95,USD,8.29,lbs,2024-12-17,False,2021-03-17 17:29:45
4368,Rule,Grocery,least,brandA,796,366.0,498.04,INR,9.56,kg,2025-10-30,False,2020-01-20 07:11:36
4369,Look,Grocery,argue,Brand B,587,394.13,-583.69,USD,12.73,lbs,2025-01-16,False,2025-06-16 06:36:47
4370,Seem,Electronics,be,Brand B,244,443.21,620.61,EUR,7.57,lbs,2020-01-11,False,2024-05-23 23:01:03
4371,Painting,Clothing,subject,BrandA,922,177.89,226.61,EUR,18.51,lbs,2021-11-13,False,2022-06-09 03:54:13
4372,Yard,Electronics,thus,brandA,45,492.89,852.6,USD,15.16,kg,2022-09-24,True,2022-07-23 22:30:54
4373,Time,Clothing,clearly,Brand B,918,280.0,357.27,USD,10.34,kg,2023-01-01,False,2020-12-17 18:42:03
4374,Everybody,Furniture,once,brandA,542,467.57,759.19,INR,7.39,lbs,2023-07-16,False,2021-03-03 13:18:37
4375,Police,Clothing,would,Brand B,366,194.26,214.31,USD,3.04,lbs,2023-04-17,False,2021-09-18 04:02:50
4376,Executive,Grocery,many,BrandA,533,127.14,179.95,INR,12.9,lbs,2022-12-09,False,2022-12-07 14:50:17
4377,Amount,Furniture,sort,Brand B,696,416.77,637.1,INR,10.15,lbs,2021-02-21,False,2020-07-03 14:29:29
4378,Religious,,leg,brandA,625,340.64,485.47,EUR,1.67,kg,2025-05-29,False,2020-10-17 23:19:33
4379,Center,Clothing,design,Brand B,580,214.88,238.92,EUR,10.22,lbs,2025-04-29,False,2024-07-09 06:02:46
4380,Themselves,Furniture,foot,Brand B,420,243.34,320.6,USD,2.25,kg,2023-01-20,False,2025-02-02 13:36:49
4381,Blue,Electronics,help,Brand B,376,212.08,327.89,USD,19.8,lbs,2023-05-02,False,2024-12-09 12:17:06
4382,Apply,Sports,then,BrandA,369,58.16,85.66,USD,11.17,kg,2024-02-05,False,2021-06-01 15:26:39
4383,Her,Furniture,history,Brand B,57,316.56,385.68,USD,4.84,lbs,2025-04-21,False,2023-11-06 09:13:35
4384,Between,Electronics,look,Brand-C,291,23.09,31.81,EUR,12.14,kg,2024-12-22,False,2021-08-15 17:16:52
4385,Production,Sports,direction,Brand-C,214,402.43,679.96,USD,16.61,kg,2020-11-12,False,2020-07-26 21:39:48
4386,Your,Electronics,improve,Brand-C,800,337.18,569.25,USD,17.28,kg,2022-09-28,False,2025-08-09 20:55:49
4387,Agent,Clothing,since,BrandA,885,287.78,361.99,EUR,2.26,lbs,2020-03-18,False,2021-06-18 05:24:26
4388,Report,Electronics,tonight,Brand-C,532,74.07,82.84,INR,0.29,kg,2021-02-18,False,2020-12-30 22:08:49
4389,Take,Clothing,year,brandA,757,298.91,457.3,INR,15.94,kg,2021-12-25,False,2020-12-01 09:47:08
4390,Positive,Furniture,could,Brand B,659,389.01,669.83,INR,16.15,lbs,2024-08-10,False,2024-03-15 08:18:04
4391,Network,,fill,BrandA,17,226.51,336.71,USD,15.37,kg,2020-07-07,False,2025-12-03 00:36:12
4392,Free,Sports,take,Brand-C,184,89.03,136.88,INR,12.52,lbs,2023-07-17,False,2025-09-23 19:23:49
4393,Dark,,pretty,Brand-C,709,102.65,168.95,INR,8.99,lbs,2023-10-13,False,2024-09-04 21:57:48
4394,Glass,Electronics,test,Brand B,366,262.86,346.13,EUR,3.01,kg,2020-01-10,False,2024-04-16 03:35:59
4395,Relationship,Furniture,happen,Brand-C,265,179.37,213.75,USD,2.25,kg,2022-07-14,False,2020-09-19 14:16:56
4396,Himself,,nation,brandA,990,79.43,104.13,EUR,13.61,lbs,2023-02-07,False,2022-10-24 01:58:34
4397,Message,Sports,movie,Brand-C,57,173.42,248.52,INR,2.24,kg,2024-06-20,False,2024-04-19 05:52:41
4398,Tough,Electronics,main,Brand-C,105,383.25,576.7,USD,16.19,lbs,2023-05-16,False,2020-05-09 14:37:17
4399,Air,Sports,issue,BrandA,595,46.37,70.98,USD,4.43,lbs,2021-05-13,False,2023-09-12 23:28:31
4400,Break,Grocery,whole,BrandA,62,278.22,464.27,INR,2.14,lbs,2021-07-15,False,2025-07-23 02:10:09
4401,Teacher,,performance,Brand B,887,39.41,44.79,EUR,4.12,lbs,2022-05-21,False,2024-07-29 06:39:08
4402,Section,Electronics,skill,Brand-C,310,76.42,109.08,EUR,5.4,lbs,2023-10-01,False,2023-09-27 11:24:02
4403,Girl,Furniture,travel,Brand B,367,464.47,699.37,USD,10.68,lbs,2022-11-15,False,2024-02-18 01:49:09
4404,If,Furniture,marriage,Brand-C,217,259.4,429.01,USD,12.67,kg,2024-02-21,False,2025-08-20 03:53:54
4405,Effort,Sports,increase,brandA,553,100.77,136.72,INR,5.11,kg,2021-09-01,False,2021-09-10 00:24:27
4406,Society,Grocery,foreign,Brand B,527,370.17,535.51,EUR,6.16,kg,2020-09-19,False,2024-01-23 22:20:42
4407,Stock,Clothing,wonder,brandA,553,272.77,364.86,INR,8.77,kg,2021-03-07,False,2023-11-05 18:21:11
4408,Think,Clothing,term,BrandA,425,45.21,51.23,EUR,13.91,kg,2020-07-03,False,2023-10-07 10:06:10
4409,Business,Electronics,which,Brand-C,19,294.77,459.57,EUR,18.02,lbs,2020-12-26,False,2021-07-25 07:53:23
4410,Them,Grocery,administration,BrandA,969,425.17,669.47,EUR,12.75,kg,2020-10-06,False,2023-09-03 05:48:48
4411,That,Sports,well,brandA,466,245.04,410.07,EUR,13.92,lbs,2022-02-18,False,2023-11-29 19:27:53
4412,Series,Grocery,heart,Brand B,614,50.76,87.61,USD,7.55,kg,2025-05-08,False,2023-10-14 18:29:01
4413,Year,Sports,more,Brand-C,505,341.37,533.66,EUR,5.11,lbs,2023-02-06,False,2025-05-26 20:41:38
4414,Support,Furniture,allow,Brand-C,800,87.3,125.37,EUR,8.49,lbs,2020-07-07,False,2024-08-28 01:36:49
4415,Ten,Clothing,last,brandA,409,8.82,15.32,INR,12.81,lbs,2024-12-18,False,2021-12-31 08:35:32
4416,Meet,Grocery,then,Brand-C,587,444.43,602.29,EUR,13.93,lbs,2021-07-28,False,2023-06-19 22:04:32
4417,Feeling,,detail,Brand-C,763,274.39,481.18,EUR,18.11,kg,2024-08-02,False,2023-06-17 08:28:08
4418,Deal,Clothing,structure,Brand-C,6,341.69,574.16,USD,16.23,lbs,2023-11-04,False,2021-02-06 03:27:38
4419,More,,current,BrandA,841,205.1,238.89,USD,9.85,lbs,2021-10-23,False,2020-07-28 12:29:11
4420,Become,Electronics,deal,Brand-C,941,318.9,396.83,INR,15.23,lbs,2021-04-30,False,2022-07-21 00:00:16
4421,Until,Furniture,information,BrandA,665,265.46,305.37,INR,17.55,lbs,2025-06-12,False,2024-04-27 07:21:42
4422,Agent,Electronics,dinner,Brand-C,584,292.99,328.46,INR,9.82,lbs,2024-11-10,False,2021-12-14 22:26:56
4423,Behavior,Furniture,although,brandA,221,215.55,259.11,INR,12.44,kg,2021-05-02,False,2023-08-06 13:53:33
4424,Else,Electronics,they,Brand-C,364,441.3,729.81,INR,4.17,lbs,2024-03-22,False,2021-11-16 13:32:15
4425,Always,Grocery,third,Brand B,905,139.06,190.91,INR,14.0,lbs,2025-03-27,False,2025-02-11 17:56:02
4426,Mind,Clothing,material,BrandA,727,141.42,176.19,EUR,1.28,lbs,2021-03-20,False,2022-10-23 01:12:01
4427,Appear,,visit,Brand B,492,33.62,44.71,INR,12.1,kg,2022-01-12,False,2023-12-17 14:31:00
4428,Data,Electronics,try,BrandA,907,452.21,796.86,EUR,4.21,lbs,2025-08-10,False,2023-11-07 18:56:47
4429,Significant,Electronics,science,Brand B,964,152.6,213.61,EUR,9.29,lbs,2020-06-08,False,2025-09-24 11:32:50
4430,Later,Sports,trade,BrandA,193,110.29,189.72,USD,15.27,lbs,2022-08-21,False,2021-09-28 19:25:24
4431,Particularly,Electronics,smile,BrandA,370,264.14,448.6,INR,18.92,lbs,2021-08-13,False,2024-04-28 17:40:09
4432,Language,Grocery,piece,BrandA,70,285.63,-387.37,INR,16.21,lbs,2024-04-20,False,2025-12-21 10:35:21
4433,I,Grocery,sell,BrandA,168,130.57,164.36,INR,10.83,kg,2021-02-11,False,2024-05-21 15:17:37
4434,Stop,Grocery,investment,brandA,805,267.39,464.84,USD,0.53,lbs,2025-12-04,False,2020-08-20 12:46:12
4435,Local,Grocery,rate,brandA,876,9.1,15.78,INR,15.17,lbs,2023-05-02,False,2025-08-16 11:33:14
4436,Attention,Clothing,first,Brand B,792,335.37,490.7,INR,0.34,kg,2024-11-08,False,2024-08-19 13:51:24
4437,Treatment,,yet,Brand-C,386,100.55,145.4,EUR,15.25,kg,2021-07-19,False,2024-10-17 23:09:39
4438,Southern,Sports,hit,Brand B,308,184.92,281.53,INR,15.19,lbs,2025-06-10,True,2022-05-15 08:25:11
4439,Newspaper,,quite,brandA,690,161.08,289.87,USD,15.27,lbs,2022-01-08,False,2020-12-18 15:23:17
4440,Think,Clothing,soldier,Brand-C,182,143.74,255.01,INR,7.18,kg,2020-01-17,False,2023-03-31 13:37:30
4441,Generation,Clothing,see,brandA,919,423.08,694.35,EUR,13.13,kg,2023-12-28,False,2023-03-19 15:36:48
4442,Fund,Electronics,method,Brand B,713,435.27,590.9,USD,17.72,kg,2020-12-20,False,2025-05-11 04:41:45
4443,Mouth,Grocery,send,Brand B,268,232.53,263.34,INR,17.35,kg,2023-07-17,False,2022-12-24 08:23:02
4444,Article,Furniture,hit,BrandA,380,340.75,559.35,EUR,5.0,lbs,2021-08-24,False,2021-08-25 12:40:15
4445,Too,Clothing,oil,Brand-C,207,234.24,408.93,USD,15.89,kg,2023-01-24,False,2025-08-27 06:55:05
4446,Authority,Sports,hotel,Brand-C,855,23.5,30.16,USD,5.0,lbs,2023-03-09,False,2022-04-03 21:25:29
4447,Purpose,Clothing,drive,Brand B,623,52.72,68.27,USD,11.25,lbs,2024-01-11,False,2023-02-21 09:50:43
4448,Since,,keep,Brand B,873,459.35,687.91,INR,16.51,lbs,2025-10-23,False,2024-06-14 12:51:00
4449,Career,Clothing,oil,Brand B,484,15.27,22.36,INR,9.84,kg,2025-04-07,False,2022-12-10 19:17:45
4450,Plant,Furniture,money,BrandA,539,416.8,682.44,USD,0.65,kg,2024-12-17,False,2021-12-17 19:00:11
4451,Raise,Grocery,through,brandA,62,473.26,654.52,EUR,13.32,kg,2022-12-08,False,2023-11-07 16:33:26
4452,Main,Furniture,can,brandA,315,462.24,674.52,USD,4.69,kg,2022-07-25,False,2022-12-08 01:39:41
4453,Option,Sports,sign,BrandA,55,307.22,484.71,USD,0.59,lbs,2025-05-31,False,2020-12-09 03:35:26
4454,Around,Clothing,person,Brand B,615,478.6,528.4,INR,14.73,kg,2023-08-02,False,2022-07-17 23:37:40
4455,City,Furniture,not,Brand B,188,67.78,98.49,EUR,9.43,lbs,2023-05-09,False,2025-09-30 20:11:34
4456,Seem,Clothing,morning,Brand-C,711,356.85,563.08,INR,7.18,lbs,2025-09-23,False,2024-01-08 07:29:31
4457,Fire,Grocery,those,Brand-C,826,470.37,608.22,EUR,10.8,kg,2024-04-18,False,2024-11-13 12:03:10
4458,Ask,Sports,trip,brandA,36,499.52,826.28,INR,14.7,lbs,2020-07-01,False,2020-07-17 12:12:21
4459,Dark,Electronics,great,BrandA,27,392.36,504.9,USD,15.49,lbs,2021-08-19,False,2023-09-18 20:34:11
4460,Fire,,behavior,Brand B,875,237.37,359.33,EUR,15.08,kg,2024-08-02,False,2021-09-27 16:37:26
4461,Indicate,Grocery,author,brandA,675,5.53,9.62,EUR,3.9,kg,2025-09-13,False,2025-05-24 13:54:24
4462,Worry,Sports,some,brandA,567,315.02,445.41,EUR,1.82,lbs,2020-07-30,False,2023-01-17 19:16:51
4463,We,Sports,far,brandA,925,440.38,561.32,INR,13.04,lbs,2023-01-10,False,2025-02-07 02:12:59
4464,Ability,Grocery,current,Brand-C,109,296.25,408.75,EUR,6.69,lbs,2021-10-10,False,2020-01-27 02:23:31
4465,Build,Furniture,tell,Brand-C,79,352.15,525.17,EUR,8.46,lbs,2025-01-07,False,2023-10-28 08:12:43
4466,Social,Grocery,model,BrandA,599,54.31,94.99,EUR,0.23,lbs,2024-12-20,False,2023-08-25 18:33:17
4467,Recently,Sports,change,Brand-C,663,125.41,148.92,EUR,9.41,lbs,2024-07-07,False,2023-10-02 05:59:19
4468,Human,Clothing,stage,Brand B,863,280.2,466.23,EUR,12.58,lbs,2021-08-31,False,2024-12-01 21:38:19
4469,Model,Electronics,wish,BrandA,672,428.35,646.92,EUR,0.94,lbs,2025-03-22,False,2022-02-10 22:30:16
4470,Under,,enjoy,Brand B,399,125.9,153.7,EUR,7.03,kg,2022-04-16,False,2023-02-28 16:31:41
4471,By,Grocery,model,brandA,372,184.84,308.91,INR,7.8,lbs,2021-03-27,False,2025-03-03 23:26:00
4472,Foreign,,south,brandA,343,8.9,15.28,INR,6.58,kg,2021-06-29,False,2024-11-05 03:24:03
4473,Near,Electronics,condition,BrandA,98,381.09,665.17,USD,10.37,kg,2021-11-28,False,2024-10-26 00:42:30
4474,Likely,Grocery,same,Brand-C,971,485.32,558.37,INR,9.86,kg,2020-07-29,False,2024-10-30 21:28:35
4475,Service,Clothing,say,BrandA,435,303.15,335.21,INR,6.19,lbs,2024-08-28,False,2025-10-06 02:30:58
4476,Reduce,Clothing,hospital,Brand-C,218,77.2,94.01,EUR,16.32,lbs,2022-07-18,False,2024-07-20 21:25:50
4477,Must,Grocery,might,brandA,144,453.08,657.12,USD,6.91,kg,2023-01-04,False,2024-06-13 09:13:45
4478,Bar,Clothing,could,Brand-C,382,81.4,130.59,USD,7.21,kg,2021-05-19,False,2022-04-05 10:17:23
4479,Room,,agent,BrandA,708,117.64,162.37,EUR,5.78,lbs,2022-05-27,False,2024-03-01 07:29:50
4480,Treat,Furniture,while,BrandA,478,448.81,733.01,INR,13.89,lbs,2024-11-07,False,2021-06-15 17:06:54
4481,Protect,Grocery,suffer,Brand B,827,118.35,141.25,EUR,9.99,lbs,2024-05-10,False,2025-08-19 04:04:56
4482,Cell,Grocery,certainly,brandA,119,378.93,461.81,EUR,6.23,kg,2023-02-27,False,2025-10-26 17:25:55
4483,Soldier,Clothing,south,BrandA,272,315.86,474.65,USD,12.01,kg,2021-10-15,False,2024-07-08 21:55:08
4484,Lead,Furniture,fight,brandA,996,483.16,778.52,USD,3.19,lbs,2025-03-16,False,2021-03-24 14:19:58
4485,Watch,Sports,yeah,BrandA,662,412.42,593.4,USD,17.42,kg,2025-08-09,False,2022-04-27 12:31:06
4486,Night,Electronics,discuss,BrandA,678,253.42,420.63,USD,5.2,lbs,2025-07-13,False,2024-07-20 08:52:44
4487,Growth,Electronics,all,Brand B,298,489.13,715.02,USD,8.92,lbs,2022-08-01,False,2024-02-05 04:09:52
4488,Accept,Furniture,resource,Brand-C,61,361.53,-486.83,EUR,14.31,kg,2021-08-09,False,2021-08-29 01:43:48
4489,Set,Electronics,tree,BrandA,961,367.01,473.27,USD,16.81,kg,2025-11-11,False,2024-05-28 17:51:55
4490,Create,Sports,sea,Brand-C,318,10.23,16.08,USD,16.24,lbs,2020-12-17,False,2020-09-01 21:20:30
4491,Important,Grocery,modern,brandA,13,370.6,511.98,USD,16.15,kg,2020-02-04,False,2023-03-07 06:15:33
4492,Nation,Grocery,sense,brandA,863,301.68,488.79,USD,9.11,kg,2025-06-21,False,2023-07-31 20:08:55
4493,Official,Clothing,animal,Brand B,106,350.01,481.09,EUR,17.97,kg,2023-01-28,False,2023-08-17 14:47:52
4494,Assume,Clothing,perform,Brand-C,847,395.6,452.71,INR,11.43,lbs,2020-05-09,False,2022-12-01 05:53:43
4495,Call,,research,BrandA,240,306.21,411.72,USD,11.92,lbs,2023-08-28,False,2021-02-16 22:49:39
4496,Quite,Sports,someone,BrandA,622,255.49,300.1,USD,3.4,lbs,2020-07-10,False,2021-10-05 13:44:45
4497,Culture,Furniture,start,Brand-C,41,39.9,64.8,EUR,10.28,kg,2023-08-14,False,2025-08-15 22:57:00
4498,Before,,air,BrandA,923,490.37,683.61,INR,18.56,lbs,2021-01-09,False,2023-08-27 09:24:06
4499,Light,,above,BrandA,614,248.29,443.63,INR,2.04,kg,2021-07-04,False,2022-07-27 19:27:25
4500,Fly,Furniture,threat,Brand B,522,210.07,337.36,EUR,15.97,lbs,2020-05-07,False,2025-04-09 20:18:02
4501,Officer,Clothing,Mrs,brandA,576,58.09,88.8,EUR,9.69,kg,2020-07-15,False,2022-02-23 04:46:02
4502,Once,Electronics,guess,Brand-C,768,450.6,-505.09,EUR,19.44,lbs,2022-01-16,False,2025-03-09 11:42:35
4503,Loss,Grocery,national,Brand B,492,12.86,18.1,EUR,9.52,kg,2023-03-30,False,2025-03-24 22:53:51
4504,Real,Grocery,thing,BrandA,2,34.47,43.95,EUR,9.51,lbs,2023-06-04,False,2023-09-28 22:08:21
4505,Score,Sports,brother,Brand-C,703,302.74,417.95,INR,2.16,lbs,2021-06-24,False,2024-03-18 09:20:03
4506,Soon,Sports,line,Brand-C,783,142.11,236.46,EUR,18.89,kg,2023-07-24,False,2022-05-17 00:51:48
4507,Prepare,Furniture,step,brandA,833,189.91,244.58,USD,3.06,kg,2023-09-16,False,2020-03-04 06:11:21
4508,Six,,husband,Brand-C,918,461.59,728.27,INR,1.12,lbs,2022-08-15,False,2022-06-13 08:25:49
4509,Talk,Furniture,within,BrandA,448,214.53,333.95,EUR,17.5,kg,2024-02-15,False,2021-04-22 09:41:51
4510,Trial,,anything,brandA,264,270.0,313.95,EUR,2.48,kg,2020-06-27,False,2022-03-13 10:15:52
4511,Little,,what,Brand B,760,411.62,728.97,EUR,18.64,kg,2024-11-10,False,2022-07-04 10:38:10
4512,Huge,,common,Brand-C,665,191.45,300.5,INR,17.68,lbs,2021-07-18,False,2021-10-27 07:04:59
4513,Account,Sports,poor,BrandA,672,152.56,219.99,EUR,1.9,kg,2025-11-29,False,2022-07-12 06:09:13
4514,Likely,Electronics,continue,BrandA,689,363.8,502.39,INR,17.69,lbs,2021-06-26,False,2024-12-27 05:05:00
4515,Bar,Furniture,culture,BrandA,818,144.81,221.1,INR,8.08,lbs,2025-10-23,False,2023-05-13 03:08:32
4516,Certainly,,indeed,brandA,193,172.72,-253.06,INR,9.67,kg,2021-01-02,False,2021-06-22 22:39:32
4517,Realize,Clothing,few,brandA,168,268.11,399.31,EUR,9.86,lbs,2021-09-06,False,2025-09-27 20:43:15
4518,Nature,,beat,brandA,572,399.44,582.34,USD,17.62,kg,2021-03-06,False,2022-01-13 12:33:36
4519,Drive,Sports,tough,Brand B,166,400.56,584.57,USD,19.98,kg,2021-05-14,False,2023-06-08 22:54:11
4520,Check,Grocery,hospital,Brand B,463,312.16,482.79,EUR,9.7,lbs,2024-09-03,False,2023-09-02 16:10:13
4521,Store,Grocery,guy,BrandA,481,90.01,128.71,EUR,18.16,kg,2025-04-02,False,2025-06-19 08:24:37
4522,Machine,,so,Brand-C,891,11.62,18.3,USD,17.89,kg,2025-08-17,False,2020-02-06 15:19:48
4523,World,Electronics,method,BrandA,683,8.62,11.7,INR,14.36,kg,2023-11-17,False,2022-12-19 19:00:04
4524,Political,Clothing,responsibility,Brand B,78,493.39,701.54,EUR,10.22,kg,2025-08-24,False,2021-06-17 07:56:39
4525,Purpose,Grocery,relationship,brandA,495,156.09,267.87,USD,1.6,kg,2023-05-02,False,2024-05-02 09:03:14
4526,Medical,,when,Brand-C,597,195.69,-246.08,INR,16.05,lbs,2023-11-04,False,2025-04-18 11:27:20
4527,Deal,Sports,score,Brand-C,220,144.85,207.33,EUR,8.35,kg,2022-07-22,False,2023-06-05 11:44:52
4528,Order,Electronics,expect,Brand B,794,149.89,214.8,USD,2.6,kg,2020-12-24,False,2024-10-17 17:41:03
4529,My,,research,brandA,828,444.71,768.88,USD,2.06,lbs,2022-05-24,False,2020-11-05 03:43:22
4530,Third,Furniture,have,Brand-C,120,315.88,387.65,EUR,4.51,kg,2020-10-26,False,2024-08-06 23:42:10
4531,Prevent,Furniture,local,BrandA,504,85.59,141.49,USD,7.2,lbs,2021-03-28,False,2023-03-17 05:17:00
4532,Push,Sports,at,Brand-C,356,154.89,268.66,INR,15.7,kg,2021-03-21,False,2020-12-23 13:42:17
4533,Share,Furniture,major,Brand-C,720,449.78,549.73,EUR,13.47,lbs,2022-01-05,False,2021-09-12 01:23:54
4534,According,Grocery,seat,Brand B,207,45.6,52.99,USD,14.18,kg,2025-02-06,False,2023-10-18 08:03:02
4535,Information,Grocery,should,brandA,477,157.59,264.83,USD,8.8,lbs,2022-04-30,False,2020-06-09 23:15:36
4536,Authority,Sports,everybody,BrandA,140,113.11,146.19,INR,3.75,kg,2021-01-04,False,2024-04-05 18:13:26
4537,Myself,Sports,Congress,Brand-C,802,124.56,219.24,USD,15.51,kg,2024-08-27,False,2023-04-09 16:57:24
4538,Glass,Clothing,term,BrandA,741,470.08,593.52,USD,16.28,kg,2024-10-30,False,2021-05-04 09:17:14
4539,Mission,,particular,Brand-C,913,360.32,508.92,EUR,3.15,lbs,2025-08-17,False,2025-10-02 03:58:19
4540,Civil,,red,Brand-C,783,296.51,-333.74,INR,2.18,lbs,2025-09-17,False,2023-03-16 20:39:02
4541,Green,Clothing,technology,Brand-C,584,310.74,471.81,EUR,8.77,kg,2025-07-10,True,2023-10-29 05:09:05
4542,Report,Furniture,before,Brand B,884,78.68,102.39,EUR,14.61,lbs,2021-11-08,False,2020-05-29 20:20:08
4543,Away,Grocery,modern,Brand B,752,64.3,75.17,EUR,14.2,kg,2024-03-07,False,2025-08-15 13:14:22
4544,Prevent,Grocery,those,BrandA,263,55.91,70.49,USD,0.11,lbs,2021-12-13,False,2022-11-29 07:46:39
4545,Time,Grocery,guess,Brand-C,218,11.18,13.27,USD,4.79,kg,2021-03-11,True,2023-04-10 20:10:23
4546,Analysis,Furniture,American,Brand-C,871,331.23,407.18,EUR,3.48,kg,2024-02-12,False,2023-11-29 18:16:26
4547,Watch,Sports,major,Brand-C,761,394.32,499.65,INR,12.18,lbs,2023-03-25,False,2025-05-05 05:32:12
4548,Off,Furniture,truth,brandA,968,134.13,219.6,INR,12.54,lbs,2023-05-03,False,2025-08-17 17:10:11
4549,Should,Sports,race,Brand-C,916,173.76,237.01,EUR,6.57,kg,2023-02-14,False,2021-04-20 23:07:54
4550,Hundred,Electronics,attention,BrandA,626,73.82,110.22,USD,2.25,lbs,2021-07-14,False,2025-02-07 06:12:38
4551,Edge,Clothing,factor,brandA,540,33.8,41.56,INR,0.39,kg,2025-10-30,False,2024-08-27 20:05:58
4552,Thought,Grocery,test,Brand B,464,129.47,188.12,INR,4.79,lbs,2025-12-04,False,2023-03-20 11:58:59
4553,Wife,Sports,economic,brandA,846,197.33,279.36,EUR,4.28,kg,2022-04-13,False,2025-04-20 10:16:38
4554,Production,Sports,last,Brand B,648,218.68,389.09,USD,9.81,kg,2020-06-16,False,2022-06-05 01:02:57
4555,Three,Electronics,everybody,brandA,783,52.01,66.04,INR,15.77,kg,2022-07-17,False,2025-01-05 14:41:55
4556,Song,Grocery,source,Brand-C,638,147.56,241.25,INR,4.53,kg,2020-11-01,False,2024-07-27 16:39:16
